id,front,nmaterials,minPoint,maxPoint,aligned.dims,index,variantIds,isCornerPiece,setIds,componentIds
s__1796,"0,0,1",2,"-0.0980032, 3.46601E-5, -0.0980032","0.0980032, 0.469565, 0.0980031","19.60064, 46.953033, 19.60063",1326,,,,
s__1797,"0,0,1",1,"-0.204117, 0.0, -0.09002051","0.205883, 0.982204, 0.0899795","41.0, 98.220406, 18.0",1327,,,,
s__1798,"0,0,1",1,"-0.2, 0.0, -0.2","0.2, 1.42, 0.2","40.0, 142.0, 40.0",1328,,,,
s__1799,"0,0,1",1,"-0.27, 0.0, -0.27","0.27, 0.724777, 0.27","54.000004, 72.4777, 54.000004",1329,,,,
s__1800,"0,0,1",1,"-0.04, 0.0, -0.04","0.04, 0.35, 0.04","8.0, 35.0, 8.0",1330,,,,
s__1801,"0,0,1",1,"-0.09, 0.0, -0.09","0.09, 0.81, 0.09","18.0, 81.0, 18.0",1331,,,,
s__1802,"0,0,1",4,"-0.08, -4.094243E-4, -0.065","0.08, 0.798431, 0.065","16.0, 79.88404, 13.0",1332,,,,
s__1803,"0,0,1",1,"-0.06, 0.0, -0.06","0.06, 0.27, 0.06","12.0, 27.000002, 12.0",1333,,,,
s__1804,"0,0,1",5,"-0.16, 0.0, -0.0522271","0.16, 0.249359, 0.0479778","32.0, 24.9359, 10.02049",1334,,,,
s__1805,"0,0,1",1,"-0.15, 2.9802322E-8, -0.025","0.15, 0.292344, 0.025","30.000002, 29.234398, 5.0",1335,,,,
s__1806,"0,0,1",2,"-0.16, 0.0, -0.0999728","0.16, 0.528827, 0.0999728","32.0, 52.8827, 19.99456",1336,,,,
s__1807,"0,0,1",1,"-0.1, 0.0, -0.1","0.1, 0.51, 0.1","20.0, 51.0, 20.0",1337,,,,
s__1808,"0,0,1",1,"-0.09, 0.0, -0.09","0.09, 0.309339, 0.09","18.0, 30.933899, 18.0",1338,,,,
s__1809,"0,0,1",1,"-0.15, -2.9802322E-8, -0.110121","0.15, 0.334207, 0.110121","30.000002, 33.420704, 22.024199",1339,,,,
s__1810,"0,0,1",1,"-0.08, 2.0980835E-5, -0.08","0.08, 0.46, 0.08","16.0, 45.997902, 16.0",1340,,,,
s__1811,"0,0,1",1,"-0.06, 0.0, -0.06","0.06, 0.26979, 0.06","12.0, 26.979, 12.0",1341,,,,
s__1812,"0,0,1",1,"-0.0968982, 0.0, -0.0718972","0.0968982, 0.348327, 0.0718972","19.379639, 34.832703, 14.37944",1342,,,,
s__1813,"0,0,1",3,"-0.164873, -7.4505806E-9, -0.19","0.16500002, 0.0233108, 0.189975","32.9873, 2.331081, 37.9975",1343,,,,
s__1814,"0,0,1",3,"-0.035, -2.7939677E-9, -0.07","0.035, 0.01, 0.07","7.0, 1.0000002, 14.0",1344,,,,
s__1815,"0,0,1",6,"-0.06999999, -7.4505806E-9, -0.07000001","0.07000001, 0.109289, 0.07000001","14.0, 10.928901, 14.0",1345,,,,
s__1816,"0,0,1",4,"-0.085, -4.656613E-9, -0.12","0.085, 0.01, 0.12","17.0, 1.0000005, 24.0",1346,,,,
s__1817,"0,0,1",9,"-0.36, 4.053116E-6, -0.31","0.36, 1.45018, 0.31","72.0, 145.01761, 62.0",1347,,,,
s__1818,"0,0,1",6,"-0.1, 1.2123585E-4, -0.025","0.1, 1.85087, 0.025","20.0, 185.07487, 5.0",1348,,,,
s__1819,"0,0,1",6,"-0.03, 0.0, -0.035","0.03, 0.141832, 0.035","6.0, 14.183199, 7.0",1349,,,,
s__1820,"0,0,1",7,"-0.04, 0.0, -0.034999996","0.04, 0.142293, 0.034999996","8.0, 14.2293005, 7.0",1350,,,,
s__1821,"0,0,1",10,"-0.095, 0.0, -0.05","0.095, 0.233466, 0.05","19.0, 23.3466, 10.0",1351,,,,
s__1822,"0,0,1",5,"-0.115, -0.001971364, -0.17","0.115, 0.266121, 0.17","23.0, 26.809238, 34.0",1352,,,,
s__1823,"0,0,1",2,"-0.136132, -7.4505806E-9, -0.13561398","0.13386798, 0.0325927, 0.134386","27.0, 3.2592707, 27.0",1353,,,,
s__1824,"0,0,1",2,"-0.045, 0.0, -0.045","0.045, 0.1, 0.045","9.0, 10.0, 9.0",1354,,,,
s__1825,"0,0,1",11,"-0.31, 2.720952E-5, -0.165","0.31, 0.387396, 0.165","62.0, 38.73688, 33.0",1355,,,,
s__1826,"0,0,1",2,"-0.11, 0.0, -0.08","0.11, 0.287867, 0.08","22.0, 28.786701, 16.0",1356,,,,
s__1827,"0,0,1",2,"-0.26, 0.0, -0.0799999","0.26, 0.21, 0.0799999","52.0, 21.0, 15.99998",1357,,,,
s__1828,"0,0,1",2,"-0.08, -1.4901161E-8, -0.075","0.08, 0.244544, 0.0750009","16.0, 24.4544, 15.00009",1358,,,,
s__1829,"0,0,1",2,"-0.02, 1.2129545E-5, -0.09","0.02, 0.00870312, 0.09","4.0, 0.869099, 18.0",1359,,,15,
s__1830,"0,0,1",2,"-0.010285301, 4.54979E-5, -0.100032","0.01, 0.00820453, 0.09998089","2.0285301, 0.81590325, 20.00129",1360,,,15,
s__1831,"0,0,1",2,"-0.015, -1.9492581E-6, -0.09","0.015, 0.0083681, 0.09","3.0, 0.8370049, 18.0",1361,,,15,
s__1832,"0,0,1",4,"-0.17999801, 0.0, -0.100002","0.179997, 0.236795, 0.100002","35.9995, 23.679499, 20.0004",1362,,,16,
s__1833,"0,0,1",4,"-0.08, 0.0, -0.079999894","0.08, 0.0869056, 0.0800001","16.0, 8.690559, 16.0",1363,,,16,
s__1834,"0,0,1",4,"-0.075, 0.0, -0.0500011","0.075, 0.0993502, 0.0500011","15.000001, 9.9350195, 10.00022",1364,,,16,
s__1835,"0,0,1",4,"-0.0800017, 0.0, -0.06","0.0800017, 0.134664, 0.06","16.00034, 13.4664, 12.0",1365,,,16,
s__1836,"0,0,1",3,"-0.15, 0.0, -0.10008399","0.15, 0.203018, 0.0999157","30.000002, 20.3018, 19.99997",1366,,,,
s__1837,"0,0,1",2,"-0.28, -2.9802322E-8, -0.28","0.28, 0.309427, 0.28","56.0, 30.942701, 56.0",1367,,,,
s__1838,"0,0,1",2,"-0.19, 5.9604645E-8, -0.19","0.19, 0.69323, 0.19","38.0, 69.32299, 38.0",1368,,,,
s__1839,"0,0,1",4,"-0.55, -1.7881393E-7, -0.27","0.55, 0.995876, 0.27","110.0, 99.58762, 54.000004",1369,,,,
s__1840,"0,0,1",1,"-0.11, 0.0, -0.11","0.11, 0.214611, 0.11","22.0, 21.4611, 22.0",1370,,,,
s__1841,"0,0,1",2,"-0.19, 0.0, -0.19","0.19, 2.10035, 0.19","38.0, 210.03499, 38.0",1371,,,,
s__1842,"0,0,1",4,"-1.03, 0.0, -1.1599998","1.03, 1.83361, 1.1599998","206.0, 183.36101, 232.0",1372,,,,
s__1843,"0,0,1",7,"-1.1, 0.0, -1.1300001","1.1, 1.43455, 1.1300001","220.0, 143.45502, 226.0",1373,,,,
s__1844,"0,0,1",2,"-0.185, 0.0, -0.175","0.18500298, 0.128176, 0.175","37.000298, 12.8176, 35.0",1374,,,,
s__1845,"0,0,1",1,"-0.08, 0.0, -0.08","0.08, 0.4, 0.08","16.0, 40.0, 16.0",1375,,,,
s__1846,"0,0,1",5,"-0.07, 0.0, -0.075","0.07, 0.585, 0.075","14.0, 58.499996, 15.000001",1376,,,,
s__1847,"0,0,1",1,"-0.15, 0.0, -0.075","0.15, 0.59, 0.075","30.000002, 58.999996, 15.000001",1377,,,,
s__1848,"0,0,1",3,"-0.135, 0.0, -0.065","0.135, 0.516453, 0.065","27.000002, 51.6453, 13.0",1378,,,,
s__1849,"0,0,1",1,"-0.095, 0.0, -0.08","0.09500021, 0.231691, 0.08","19.00002, 23.1691, 16.0",1379,,,,
s__1850,"0,0,1",4,"-0.34, -7.2681904E-4, -0.240059","0.340009, 0.28596, 0.24","68.0009, 28.668682, 48.005898",1380,,,,
s__1851,"0,0,1",5,"-0.13, -1.2293458E-6, -0.11999999","0.13, 0.0276662, 0.120000005","26.0, 2.766743, 24.0",1381,,,,
s__1852,"0,0,1",2,"-0.07, -5.9604645E-8, -0.07","0.07, 0.335671, 0.07","14.0, 33.567104, 14.0",1382,,,,
s__1853,"0,0,1",3,"-0.04, 0.0, -0.04","0.04, 0.0837662, 0.04","8.0, 8.37662, 8.0",1383,,,,
s__1854,"0,0,1",2,"-0.38, -1.1920929E-7, -0.410001","0.38, 1.31879, 0.41","76.0, 131.879, 82.0001",1384,,,,
s__1855,"0,0,1",2,"-0.13, 0.0, -0.135","0.13, 0.497416, 0.135","26.0, 49.7416, 27.000002",1385,,,,
s__1856,"0,0,1",4,"-0.05, 0.0, -0.05","0.05, 0.101859, 0.05","10.0, 10.185901, 10.0",1386,,,,
s__1857,"0,0,1",2,"-0.09552279, 0.0, -0.02","0.095, 0.12997, 0.02","19.05228, 12.997, 4.0",1387,,,,
s__1858,"0,0,1",1,"-0.305, 1.0585785E-4, -0.235","0.305, 1.00305, 0.235","61.0, 100.29442, 47.0",1388,,,,
s__1859,"0,0,1",1,"-0.495, -2.912283E-4, -0.295","0.495, 1.27743, 0.295","99.0, 127.77213, 58.999996",1389,,,,
s__1860,"0,0,1",4,"-0.08, 0.0, -0.08","0.08, 0.898557, 0.08","16.0, 89.8557, 16.0",1390,,,,
s__1861,"0,0,1",5,"-0.12, 0.0, -0.12","0.12, 0.46, 0.12","24.0, 46.0, 24.0",1391,,,,
s__1862,"0,0,1",5,"-0.1, 0.0, -0.1","0.1, 0.776087, 0.1","20.0, 77.608696, 20.0",1392,,,,
s__1863,"0,0,1",6,"-0.115, -1.66893E-6, -0.115","0.115, 0.33, 0.115","23.0, 33.000168, 23.0",1393,,,,
s__1864,"0,0,1",7,"-0.07, 0.0, -0.125","0.07, 0.63, 0.13499999","14.0, 63.0, 26.0",1394,,,,
s__1865,"0,0,1",2,"-0.115, -5.9604645E-8, -0.07","0.115, 0.336524, 0.07","23.0, 33.652405, 14.0",1395,,,,
s__1866,"0,0,1",6,"-0.34, 0.0, -0.2","0.34, 0.87, 0.2","68.0, 87.0, 40.0",1396,,,,
s__1867,"0,0,1",2,"-0.8, -6.902218E-5, -1.315","0.8, 1.91519, 1.315","160.0, 191.5259, 263.0",1397,,,,
s__1868,"0,0,1",1,"-0.39, 4.529953E-6, -0.75","0.39, 1.33749, 0.75","78.0, 133.74854, 150.0",1398,,,,
s__1869,"0,0,1",1,"-0.275, 1.7762184E-5, -0.22","0.275, 0.916404, 0.22","55.0, 91.638626, 44.0",1399,,,,
s__1870,"0,0,1",1,"-0.275, -2.206564E-4, -0.21","0.275, 1.07139, 0.21","55.0, 107.161064, 42.0",1400,,,,
s__1871,"0,0,1",1,"-0.6, 0.0, -0.3","0.6, 0.437162, 0.3","120.00001, 43.7162, 60.000004",1401,,,,
s__1872,"0,0,1",1,"-0.32, 0.0, -0.32","0.32, 0.697162, 0.32","64.0, 69.716194, 64.0",1402,,,,
s__1873,"0,0,1",2,"-0.815, -7.927418E-6, -0.205","0.815, 0.46, 0.205","163.0, 46.000793, 41.0",1403,,,,
s__1874,"0,0,1",2,"-1.09, 1.1920929E-7, -0.53","1.09, 0.76, 0.53","218.0, 75.99999, 105.99999",1404,,,,
s__1875,"0,0,1",2,"-0.619845, 0.0, -0.0250002","0.619845, 2.48, 0.024999797","123.968994, 248.0, 5.0",1405,,,,
s__1876,"0,0,1",2,"-0.295, 5.9604645E-8, -0.32","0.295, 0.985223, 0.32","58.999996, 98.52229, 64.0",1406,,,174,
s__1877,"0,0,1",2,"-0.24, -5.9604645E-8, -0.29","0.24, 0.985223, 0.29","48.0, 98.5223, 58.0",1407,,,174,
s__1878,"0,0,1",3,"-0.2, 0.0, -0.229977","0.2, 1.73839, 0.229977","40.0, 173.83899, 45.9954",1408,,,,
s__1879,"0,0,1",2,"-1.025, -2.61724E-4, -0.425","1.025, 0.852907, 0.425","205.0, 85.31688, 85.0",1409,,,,
s__1880,"0,0,1",2,"-0.22642198, 5.9604645E-8, -0.225672","0.227914, 0.717819, 0.22866398","45.4336, 71.78189, 45.4336",1410,,,,
s__1881,"0,0,1",3,"-0.365, 2.1457672E-6, -0.35","0.365, 0.739048, 0.35","73.0, 73.90459, 70.0",1411,,,,
s__1882,"0,0,1",1,"-0.75, 5.9604645E-8, -0.43","0.75, 0.882982, 0.43","150.0, 88.2982, 86.0",1412,,,,
s__1883,"0,0,1",4,"-0.690032, -1.1920929E-7, -0.0800001","0.690032, 0.993852, 0.0800001","138.00641, 99.38521, 16.000021",1413,,,,
s__1884,"0,0,1",2,"-1.25002, 0.0, -0.215","1.24998, 0.868535, 0.215","250.0, 86.8535, 43.0",1414,,,,
s__1885,"0,0,1",4,"-0.385, -9.825826E-4, -0.47499996","0.385, 0.847962, 0.47499996","77.0, 84.89446, 95.0",1415,,,,
s__1886,"0,0,1",2,"-0.375029, -1.7762184E-5, -0.40499997","0.374971, 0.865731, 0.40500003","75.0, 86.574875, 81.0",1416,,,,
s__1887,"0,0,1",2,"-0.23, 2.2649765E-5, -0.23000002","0.23, 0.440664, 0.23000002","46.0, 44.064133, 46.0",1417,,,,
s__1888,"0,0,1",2,"-0.27, 2.9802322E-8, -0.27","0.27, 0.479383, 0.27","54.000004, 47.938297, 54.000004",1418,,,,
s__1889,"0,0,1",4,"-2.035, 0.0, -0.2","2.035, 1.92581, 0.2","407.00003, 192.581, 40.0",1419,,,,
s__1890,"0,0,1",3,"-0.7, 0.0, -0.15","0.7, 1.64127, 0.15","140.0, 164.127, 30.000004",1420,,,,
s__1891,"0,0,1",2,"-1.0, -2.3841858E-7, -0.2","1.0, 2.44714, 0.2","200.0, 244.71402, 40.0",1421,,,,
s__1892,"0,0,1",1,"-0.22, 0.0, -0.22","0.22, 0.493829, 0.22","44.0, 49.3829, 44.0",1422,,,,
s__1893,"0,0,1",1,"-1.43993, 0.0, -0.650161","1.43993, 0.74, 0.650161","287.986, 74.0, 130.03221",1423,,,,
s__1894,"0,0,1",2,"-0.7, -5.9604645E-8, -0.6","0.7, 0.4, 0.6","140.0, 40.000004, 120.00001",1424,,,,
s__1895,"0,0,1",2,"-1.63015, 9.241104E-4, -0.26","1.63015, 2.64683, 0.26","326.03, 264.59058, 52.0",1425,"s__1895,s__1895_0",,,
s__1895_0,"0,0,1",2,"-1.63015, 0.0013685226, -0.26","1.63015, 2.64683, 0.26","326.03, 264.54614, 52.0",1425,"s__1895,s__1895_0",,,
s__1896,"0,0,1",3,"-1.125, 0.0015084743, -0.16422102","1.125, 2.64683, 0.16","225.0, 264.53217, 32.4221",1426,"s__1896,s__1896_0",,,
s__1896_0,"0,0,1",3,"-1.125, 0.0017631054, -0.16005799","1.125, 2.64683, 0.16","225.0, 264.5067, 32.0058",1426,"s__1896,s__1896_0",,,
s__1897,"0,0,1",3,"-0.9, 0.0, -0.0950001","0.9, 1.69951, 0.09512569","180.0, 169.951, 19.01258",1427,"s__1897,s__1897_0",,,
s__1897_0,"0,0,1",3,"-0.9, 0.0, -0.0950001","0.9, 1.69951, 0.09512569","180.0, 169.951, 19.01258",1427,"s__1897,s__1897_0",,,
s__1898,"0,0,1",4,"-2.44, 0.0, -0.115","2.44, 2.67099, 0.115","488.0, 267.099, 23.0",1428,"s__1898,s__1898_0",,,
s__1898_0,"0,0,1",4,"-2.44, 0.015423298, -0.115","2.44, 2.67099, 0.115","488.0, 265.55667, 23.0",1428,"s__1898,s__1898_0",,,
s__1899,"0,0,1",4,"-0.905, -0.014862299, -0.13","0.905, 2.65556, 0.13","181.0, 267.0422, 26.0",1429,"s__1899,s__1899_0",,,
s__1899_0,"0,0,1",4,"-0.905, 2.3841858E-7, -0.13","0.905, 2.65556, 0.13","181.0, 265.556, 26.0",1429,"s__1899,s__1899_0",,,
s__1900,"0,0,1",3,"-1.86, 4.272461E-4, -0.2","1.86, 2.69655, 0.2","372.0, 269.61227, 40.0",1430,"s__1900,s__1900_0",,,
s__1900_0,"0,0,1",3,"-1.86, 3.1280518E-4, -0.2","1.86, 2.69655, 0.2","372.0, 269.62372, 40.0",1430,"s__1900,s__1900_0",,,
s__1901,"0,0,1",2,"-0.75, 0.0, -0.0500001","0.75, 1.36181, 0.049999997","150.0, 136.181, 10.00001",1431,,,,
s__1902,"0,0,1",4,"-1.215, -0.014862299, -0.11","1.215, 2.66702, 0.11","243.0, 268.1882, 22.0",1432,"s__1902,s__1902_0",,,
s__1902_0,"0,0,1",4,"-1.215, 0.0, -0.11","1.215, 2.66702, 0.11","243.0, 266.702, 22.0",1432,"s__1902,s__1902_0",,,
s__1903,"0,0,1",2,"-0.96, 1.6319752E-4, -0.105","0.96, 1.70495, 0.105","192.0, 170.47867, 21.0",1433,"s__1903,s__1903_0",,,
s__1903_0,"0,0,1",2,"-0.96, -1.513958E-5, -0.105000004","0.96, 1.70495, 0.105000004","192.0, 170.4965, 21.0",1433,"s__1903,s__1903_0",,,
s__1904,"0,0,-1",14,"-0.38, -0.0054314137, -1.02","0.38, 1.07552, 1.02","76.0, 108.09515, 204.0",1434,,,,
s__1905,"0,0,1",2,"-0.405, 0.0, -0.485","0.405, 0.898675, 0.48500097","81.0, 89.8675, 97.0001",1435,,,,
s__1906,"0,0,1",2,"-0.48, 0.0, -0.41","0.48, 0.716896, 0.41","96.0, 71.6896, 82.0",1436,,,135,
s__1907,"0,0,1",1,"-0.58, -5.9604645E-8, -0.58","0.58, 0.366214, 0.58","116.0, 36.621403, 116.0",1437,,,,
s__1908,"0,0,1",1,"-0.98, 0.0, -0.270132","0.98, 0.918646, 0.270132","196.0, 91.8646, 54.0264",1438,,,,
s__1909,"0,0,1",3,"-0.41, 0.0, -0.48","0.41, 0.737139, 0.48","82.0, 73.713905, 96.0",1439,,,135,
s__1910,"0,0,1",6,"-1.5700002, 0.0, -0.93499994","1.5699999, 3.76591, 0.93499994","314.0, 376.591, 187.0",1440,,,,
s__1911,"0,0,1",6,"-1.33, 0.0, -1.33","1.33, 1.0133, 1.33","266.0, 101.33, 266.0",1441,,,,
s__1912,"0,0,1",2,"-0.29, -2.9802322E-8, -0.29","0.29, 0.454406, 0.29","58.0, 45.4406, 58.0",1442,,,,
s__1913,"0,0,1",4,"-0.15999198, 0.0, -0.159991","0.159989, 1.03278, 0.15998998","31.9981, 103.27801, 31.9981",1443,,,,
s__1914,"0,0,1",4,"-0.1, 0.0, -0.0999999","0.1, 0.609692, 0.1","20.0, 60.969196, 19.999989",1444,,,,
s__1915,"0,0,1",3,"-0.86, 0.0, -0.22","0.86, 0.449904, 0.22","172.0, 44.9904, 44.0",1445,,,31,
s__1916,"0,0,1",3,"-0.86, 9.608269E-5, -0.545","0.86, 0.74, 0.545","172.0, 73.99039, 109.0",1446,,,31,
s__1917,"0,0,1",4,"-0.114997, 0.0, -0.15000102","0.114998, 0.397888, 0.15","22.9995, 39.7888, 30.000101",1447,,,,
s__1918,"0,0,1",2,"-0.405, -2.9802322E-8, -0.28","0.405, 0.366214, 0.28","81.0, 36.6214, 56.0",1448,,,,
s__1919,"0,0,1",2,"-1.65, -5.9604645E-8, -0.55","1.65, 0.924, 0.55","330.0, 92.40001, 110.0",1449,,,32,
s__1920,"0,0,1",2,"-1.65, -5.9604645E-8, -0.275","1.65, 0.724, 0.275","330.0, 72.4, 55.0",1450,,,32,
s__1921,"0,0,1",5,"-0.209279, 0.001581192, -0.29157","0.21072102, 0.951712, 0.19843","42.0, 95.013084, 49.0",1451,,,,
s__1922,"0,0,1",2,"-0.5, 0.0, -0.015000101","0.5, 2.7, 0.0149999","100.0, 270.0, 3.0",1452,,,,
s__1923,"0,0,1",2,"-0.550001, -2.9802322E-8, -0.5500001","0.5500001, 0.16, 0.550001","110.00011, 16.000004, 110.00011",1453,,,,
s__1924,"0,0,1",2,"-1.0, 3.8802624E-5, -0.150002","1.0, 0.152736, 0.150002","200.0, 15.26972, 30.0004",1454,,,,
s__1925,"0,0,1",2,"-0.55, 0.0, -0.55","0.55, 0.724, 0.55","110.0, 72.399994, 110.0",1455,,,,
s__1926,"0,0,1",1,"-0.705001, 0.0, -0.230049","0.705001, 0.893832, 0.230002","141.0002, 89.3832, 46.0051",1456,,,,
s__1927,"0,0,1",2,"-0.355, -1.1920929E-7, -0.39","0.355, 0.970885, 0.39","71.0, 97.08852, 78.0",1457,,,,
s__1928,"0,0,1",1,"-1.0, -1.7881393E-7, -0.5","1.0, 0.9, 0.5","200.0, 90.000015, 100.0",1458,,,,
s__1929,"0,0,1",2,"-1.0, 0.0, -0.695001","1.0, 0.76, 0.695001","200.0, 76.0, 139.0002",1459,,,,
s__1930,"0,0,1",2,"-1.06, 1.1920929E-7, -0.26000202","1.06, 1.92681, 0.26","211.99998, 192.681, 52.0002",1460,,,,
s__1931,"0,0,1",1,"-0.255, -4.7683716E-7, -0.345","0.255, 1.09002, 0.345","51.0, 109.00204, 69.0",1461,,,,
s__1932,"0,0,1",3,"-0.355, -1.1920929E-7, -0.355","0.355, 1.01399, 0.355","71.0, 101.39901, 71.0",1462,,,,
s__1933,"0,0,1",6,"-0.135, -1.7881393E-7, -0.135316","0.135316, 0.793058, 0.135","27.0316, 79.30582, 27.0316",1463,,,,
s__1934,"0,0,1",6,"-1.415, -1.1920929E-7, -1.0999999","1.415, 1.25, 1.0999999","283.0, 125.000015, 220.0",1464,,1,,
s__1935,"0,0,1",3,"-0.19, 0.0, -0.19","0.19, 0.808435, 0.19","38.0, 80.843506, 38.0",1465,,,,
s__1936,"0,0,1",1,"-0.26, -2.18153E-5, -0.2","0.26, 1.75315, 0.2","52.0, 175.31718, 40.0",1466,,,,
s__1937,"0,0,1",3,"-0.38, 0.0, -0.015","0.38, 1.09376, 0.015","76.0, 109.376, 3.0",1467,,,,
s__1938,"0,0,1",2,"-0.25, 0.0, -0.25","0.25, 0.549092, 0.25","50.0, 54.9092, 50.0",1468,,,,
s__1939,"0,0,1",4,"-1.06, 0.0, -0.539841","1.06, 1.05358, 0.539841","212.0, 105.358, 107.9682",1469,,,,
s__1940,"0,0,1",3,"-0.58, -5.9604645E-8, -0.32","0.58, 0.863516, 0.32","116.0, 86.35161, 64.0",1470,,,,
s__1941,"0,0,1",2,"-0.7, 0.0, -0.200001","0.7, 0.535161, 0.19999999","140.0, 53.5161, 40.0001",1471,,,,
s__1942,"0,0,1",4,"-1.63, 0.0, -0.35000002","1.63, 1.25646, 0.35000002","326.0, 125.646, 70.0",1472,,,,
s__1943,"0,0,1",4,"-0.975, 0.0, -0.220002","0.975, 1.17007, 0.22","195.0, 117.007, 44.0002",1473,,,,
s__1944,"0,0,1",2,"-0.0650004, 2.3841858E-7, -0.055","0.064999595, 0.564427, 0.055","13.0, 56.442677, 11.0",1474,,,,
s__1945,"0,0,1",4,"-0.0600001, 5.9604645E-8, -0.049999997","0.059999995, 0.301472, 0.0500001","12.00001, 30.147196, 10.00001",1475,,,,
s__1946,"0,0,1",3,"-0.86, 0.0, -0.29","0.86, 1.13235, 0.29","172.0, 113.235, 58.0",1476,,,,
s__1947,"0,0,1",1,"-0.08, 1.1920929E-7, -0.1","0.08, 0.984309, 0.1","16.0, 98.430885, 20.0",1477,,,,
s__1948,"0,0,1",2,"-0.41, -1.6763806E-8, -0.49","0.41, 0.0241189, 0.49","82.0, 2.4118917, 98.0",1478,,,,
s__1949,"0,0,1",2,"-0.17, 9.6058846E-4, -0.100002","0.17, 1.2158, 0.1","34.0, 121.48395, 20.0002",1479,,,,
s__1950,"0,0,1",14,"-2.11, 0.0, -0.215","2.11, 2.24, 0.215","421.99997, 224.0, 43.0",1480,,,,
s__1951,"0,0,1",3,"-0.550001, 0.0, -0.550004","0.550001, 1.2, 0.550004","110.000206, 120.00001, 110.0008",1481,,,30,
s__1952,"0,0,1",2,"-0.50985193, 0.0, -0.509851","0.509851, 1.2, 0.50985193","101.97031, 120.00001, 101.9703",1482,,,30,
s__1953,"0,0,1",3,"-0.6, 0.0, -0.50985193","0.6, 1.2, 0.509851","120.00001, 120.00001, 101.97029",1483,,,30,
s__1954,"0,0,1",6,"-1.3, 0.0, -0.615","1.3, 0.844616, 0.615","260.0, 84.4616, 123.0",1484,,,,
s__1955,"0,0,1",6,"-1.2, 0.0, -0.61","1.2, 0.980197, 0.61","240.0, 98.0197, 122.0",1485,,,,
s__1956,"0,0,1",11,"-0.35510796, 0.0, -0.245","0.35499996, 2.16656, 0.245","71.010796, 216.65599, 49.0",1486,,,,
s__1957,"0,0,1",16,"-0.23, 0.0, -0.16499999","0.23, 1.77649, 0.16499999","46.0, 177.649, 33.0",1487,,,,
s__1958,"0,0,1",14,"-0.3, -2.1266937E-4, -0.18","0.3, 1.7749, 0.18","60.000004, 177.51126, 36.0",1488,,,,
s__1959,"0,0,1",14,"-0.27500004, 0.0, -0.16","0.27500004, 1.80529, 0.16","55.0, 180.52899, 32.0",1489,,,,
s__1960,"0,0,1",15,"-0.335, -5.567074E-5, -0.215","0.335, 1.96331, 0.215","67.0, 196.33656, 43.0",1490,,,,
s__1961,"0,0,1",16,"-0.365, 5.9604645E-7, -0.35","0.365, 1.61423, 0.35","73.0, 161.42294, 70.0",1491,,,,
s__1962,"0,0,1",14,"-0.27000004, -3.1399727E-4, -0.3","0.27000004, 1.75055, 0.3","54.000004, 175.0864, 60.000004",1492,,,,
s__1963,"0,0,1",2,"-0.46, -4.7683716E-7, -0.46","0.46, 2.1, 0.46","92.0, 210.00002, 92.0",1493,,,,
s__1964,"0,0,1",1,"-0.065, -3.7252903E-9, -0.045","0.065, 0.0525, 0.045","13.0, 5.25, 9.0",1494,,,,
s__1965,"0,0,1",12,"-0.35510796, 0.0, -0.625","0.35499996, 2.16656, 0.625","71.010796, 216.65599, 125.0",1495,,,,
s__1966,"0,0,1",4,"-0.08, 0.0, -0.120000005","0.08, 0.228565, 0.120000005","16.0, 22.8565, 24.0",1496,,,,
s__1967,"0,0,1",9,"-0.17, 0.0, -0.225","0.17, 0.307934, 0.225","34.0, 30.7934, 45.0",1497,,,,
s__1968,"0,0,1",4,"-0.07, 0.0, -0.15","0.07, 0.402182, 0.15","14.0, 40.2182, 30.000002",1498,,,,
s__1969,"0,0,1",5,"-0.15, 0.0, -0.075","0.15, 0.208, 0.075","30.000002, 20.800001, 15.000001",1499,,,,
s__1970,"0,0,1",5,"-0.105, 0.0031498373, -0.195","0.105, 0.459821, 0.195","21.0, 45.667114, 39.0",1500,,,,
s__1971,"0,0,1",6,"-0.12, 0.0, -0.215","0.12, 0.341557, 0.215","24.0, 34.1557, 43.0",1501,,,,
s__1972,"0,0,1",5,"-0.11, 0.0, -0.22","0.11, 0.3942, 0.22","22.0, 39.42, 44.0",1502,,,,
s__1973,"0,0,1",7,"-0.30000204, 0.0, -0.33","0.3, 2.0, 0.33","60.000202, 200.0, 66.0",1503,,,,
s__1974,"0,0,1",8,"-1.19, 0.0, -0.440001","1.19, 2.7, 0.44","238.00002, 270.0, 88.0001",1504,,,,
s__1975,"0,0,1",2,"-0.76000094, 0.0, -0.19999999","0.76, 0.84, 0.200001","152.00009, 84.0, 40.0001",1505,,,,
s__1976,"0,0,1",4,"-1.04, 0.0, -1.15","1.04, 2.50534, 1.15","208.0, 250.53403, 230.0",1506,,,,
s__1977,"0,0,1",4,"-0.27, 0.0, -0.27","0.27, 0.90131, 0.27","54.000004, 90.131004, 54.000004",1507,,,,
s__1978,"0,0,1",2,"-0.639932, -1.1920929E-7, -0.030000199","0.639932, 1.27986, 0.0299999","127.9864, 127.98601, 6.00001",1508,,,,
s__1979,"0,0,1",2,"-0.24, 0.0, -0.24","0.24, 0.440121, 0.24","48.0, 44.0121, 48.0",1509,,,,
s__1980,"0,0,1",2,"-0.4, 0.0, -0.4","0.4, 0.683832, 0.4","80.0, 68.3832, 80.0",1510,,,,
